Имя,Фамилия,Год рождения,Рост,Вес
Elizabeth,Moore,1985,1.57049,116.967
Elizabeth,Moore,1986,1.86694,62.4671
Elizabeth,Moore,1987,1.50844,118.328
Elizabeth,Moore,1989,1.81608,95.8649
Elizabeth,Moore,1991,1.95428,61.4017
Elizabeth,Moore,1994,1.62924,72.4635
Elizabeth,Moore,1995,1.78648,105.8
Elizabeth,Moore,1996,2.14394,87.3673
Elizabeth,Moore,1997,1.74105,67.368
Elizabeth,Moore,1997,1.79201,88.4694
Elizabeth,Moore,1998,2.14432,95.9885
Elizabeth,Moore,2002,2.05142,93.2456
Elizabeth,Moore,2004,2.08003,54.0983
Elizabeth,Moore,2005,2.05816,71.1863
Elizabeth,Moore,2007,2.14073,67.0437
Elizabeth,Moore,2011,1.8237,53.9941
Elizabeth,Moore,2013,1.93188,104.141
Elizabeth,Moore,2014,1.70883,77.6741
Elizabeth,Moore,2017,1.67441,91.1405
Elizabeth,Moore,2017,1.75884,71.3072
Elizabeth,Moore,2017,2.0687,76.0415
Elizabeth,Moore,2022,1.50909,102.503
Elizabeth,Roslovtsev,1951,1.84227,53.5815
Elizabeth,Roslovtsev,1952,1.90256,94.4926
Elizabeth,Roslovtsev,1952,2.10311,77.4587
Elizabeth,Roslovtsev,1957,1.91309,105.499
Elizabeth,Roslovtsev,1962,1.50501,82.6631
Elizabeth,Roslovtsev,1964,1.70367,102.417
Elizabeth,Roslovtsev,1969,1.7132,65.1021
Elizabeth,Roslovtsev,1969,2.04587,101.394
Elizabeth,Roslovtsev,1971,2.02246,80.7503
Elizabeth,Roslovtsev,1975,2.11781,81.1739
Elizabeth,Roslovtsev,1977,2.06874,60.5731
Elizabeth,Roslovtsev,1980,1.69439,77.2006
Elizabeth,Roslovtsev,1981,1.70218,110.986
Elizabeth,Roslovtsev,1982,1.83375,95.554
Elizabeth,Roslovtsev,1982,1.87574,103.796
Elizabeth,Roslovtsev,1986,1.98018,95.6199
Elizabeth,Roslovtsev,1987,1.60761,98.1352
Elizabeth,Roslovtsev,1987,1.94519,64.2255
Elizabeth,Roslovtsev,1989,1.84723,59.5233
Elizabeth,Roslovtsev,1989,1.93692,92.379
Elizabeth,Roslovtsev,1995,1.53654,100.97
Elizabeth,Roslovtsev,1996,1.5695,83.6278
Elizabeth,Roslovtsev,1998,2.18227,51.3382
Elizabeth,Roslovtsev,1999,2.12417,114.532
Elizabeth,Roslovtsev,2000,1.78547,78.5547
Elizabeth,Roslovtsev,2002,1.65712,93.3155
Elizabeth,Roslovtsev,2005,1.96173,114.896
Elizabeth,Roslovtsev,2010,1.88859,79.5586
Elizabeth,Roslovtsev,2013,2.0175,88.453
Elizabeth,Roslovtsev,2014,2.01905,75.6224
Elizabeth,Roslovtsev,2015,1.77848,90.8073
Elizabeth,Roslovtsev,2017,1.63897,113.737
Elizabeth,Roslovtsev,2017,1.65587,55.7397
Elizabeth,Roslovtsev,2017,1.9019,105.213
Elizabeth,Roslovtsev,2017,2.01057,108.271
Elizabeth,Roslovtsev,2018,2.05493,50.2711
Elizabeth,Roslovtsev,2019,1.9113,92.1802
Elizabeth,Roslovtsev,2021,2.1256,82.026
Elizabeth,Roslovtsev,2022,1.6257,96.842
Elizabeth,Smith,1950,1.54327,89.2729
Elizabeth,Smith,1950,1.90705,119.237
Elizabeth,Smith,1952,1.91289,104.585
Elizabeth,Smith,1955,1.53786,113.618
Elizabeth,Smith,1958,1.56269,52.5761
Elizabeth,Smith,1959,1.62887,81.9361
Elizabeth,Smith,1960,1.78294,70.7013
Elizabeth,Smith,1963,1.63688,77.4401
Elizabeth,Smith,1964,1.76291,111.363
Elizabeth,Smith,1967,1.78328,51.1991
Elizabeth,Smith,1969,1.70316,97.9717
Elizabeth,Smith,1973,1.56518,81.0951
Elizabeth,Smith,1975,2.02422,76.2471
Elizabeth,Smith,1976,1.87175,90.0474
Elizabeth,Smith,1976,2.1674,75.5373
Elizabeth,Smith,1977,1.74946,66.7267
Elizabeth,Smith,1978,1.87662,78.5387
Elizabeth,Smith,1979,1.5625,64.0461
Elizabeth,Smith,1980,2.0658,77.6636
Elizabeth,Smith,1983,2.00085,80.4632
Elizabeth,Smith,1985,1.5929,52.556
Elizabeth,Smith,1986,2.17751,51.6454
Elizabeth,Smith,1988,1.7324,59.4803
Elizabeth,Smith,1989,1.98422,80.8455
Elizabeth,Smith,1990,2.09675,91.0165
Elizabeth,Smith,1997,1.63907,79.3935
Elizabeth,Smith,1997,2.17443,93.2178
Elizabeth,Smith,2000,2.08234,94.2254
Elizabeth,Smith,2000,2.19878,103.244
Elizabeth,Smith,2003,2.0543,112.545
Elizabeth,Smith,2004,1.6622,82.9188
Elizabeth,Smith,2004,1.7469,67.237
Elizabeth,Smith,2004,1.96534,101.461
Elizabeth,Smith,2005,2.10396,104.663
Elizabeth,Smith,2010,1.96411,113.989
Elizabeth,Smith,2012,1.79065,116.8
Elizabeth,Smith,2015,1.76032,92.7595
Elizabeth,Smith,2015,1.90092,99.7625
Elizabeth,Smith,2017,1.91635,78.6272
Elizabeth,Smith,2018,1.88659,55.6426
Elizabeth,Smith,2021,1.92892,80.7571
Elizabeth,Smith,2023,2.0752,59.624
Elizabeth,Taylor,1953,2.1467,65.9835
Elizabeth,Taylor,1954,1.70133,72.035
Elizabeth,Taylor,1954,1.93421,54.8683
Elizabeth,Taylor,1956,1.97874,101.054
Elizabeth,Taylor,1957,1.57772,116.186
Elizabeth,Taylor,1959,1.67186,95.6921
Elizabeth,Taylor,1960,1.57501,69.5961
Elizabeth,Taylor,1960,1.72308,72.9383
Elizabeth,Taylor,1960,1.87853,105.913
Elizabeth,Taylor,1963,1.83112,101.739
Elizabeth,Taylor,1968,1.97525,65.3247
Elizabeth,Taylor,1968,2.19008,118.65
Elizabeth,Taylor,1969,1.78939,115.715
Elizabeth,Taylor,1969,2.16758,78.2419
Elizabeth,Taylor,1969,2.19098,86.5441
Elizabeth,Taylor,1970,1.63943,78.943
Elizabeth,Taylor,1974,1.72483,112.311
Elizabeth,Taylor,1976,1.80275,55.8939
Elizabeth,Taylor,1977,1.87543,69.6248
Elizabeth,Taylor,1979,1.66158,53.4455
Elizabeth,Taylor,1979,1.76791,53.2454
Elizabeth,Taylor,1981,1.8921,74.7456
Elizabeth,Taylor,1982,1.95963,115.207
Elizabeth,Taylor,1984,2.13932,87.6508
Elizabeth,Taylor,1985,1.73758,115.183
Elizabeth,Taylor,1985,2.05983,56.0397
Elizabeth,Taylor,1987,1.94254,99.0197
Elizabeth,Taylor,1990,1.59033,69.5133
Elizabeth,Taylor,1991,2.01682,119.279
Elizabeth,Taylor,1992,1.62555,112.207
Elizabeth,Taylor,1993,1.89818,100.42
Elizabeth,Taylor,1994,1.87775,98.3483
Elizabeth,Taylor,1996,1.53834,111.292
Elizabeth,Taylor,1998,1.88912,106.811
Elizabeth,Taylor,1999,1.64694,96.4252
Elizabeth,Taylor,2001,1.74994,100.078
Elizabeth,Taylor,2007,1.66148,66.1257
Elizabeth,Taylor,2009,1.70452,90.7132
Elizabeth,Taylor,2014,1.79026,102.117
Elizabeth,Taylor,2014,2.11788,108.161
Elizabeth,Taylor,2021,1.95467,89.0093
Elizabeth,Taylor,2021,1.99953,106.589
Elizabeth,Taylor,2021,2.11004,52.4792
Elizabeth,Taylor,2023,2.00067,109.376
Elizabeth,Williams,1952,1.50103,63.2164
Elizabeth,Williams,1952,1.5799,81.9129
Elizabeth,Williams,1953,2.0077,90.2823
Elizabeth,Williams,1957,1.82185,100.973
Elizabeth,Williams,1957,2.06287,116.006
Elizabeth,Williams,1958,1.5078,102.912
Elizabeth,Williams,1959,1.74149,55.2359
Elizabeth,Williams,1959,2.01996,50.6843
Elizabeth,Williams,1966,1.54148,116.794
Elizabeth,Williams,1967,1.68305,101.783
Elizabeth,Williams,1973,1.92893,83.0977
Elizabeth,Williams,1975,1.81926,114.96
Elizabeth,Williams,1975,1.85008,67.984
Elizabeth,Williams,1977,1.5316,118.15
Elizabeth,Williams,1979,2.09129,56.389
Elizabeth,Williams,1980,1.65105,107.6
Elizabeth,Williams,1986,1.5981,94.5641
Elizabeth,Williams,1988,2.01217,96.287
Elizabeth,Williams,1990,1.8393,93.4248
Elizabeth,Williams,1994,1.96052,62.5054
Elizabeth,Williams,1997,1.65413,59.7777
Elizabeth,Williams,1998,1.64637,55.2255
Elizabeth,Williams,1998,2.19549,105.374
Elizabeth,Williams,2001,1.51294,77.3325
Elizabeth,Williams,2004,1.78126,68.2836
Elizabeth,Williams,2007,1.844,86.6329
Elizabeth,Williams,2008,1.65165,67.6234
Elizabeth,Williams,2009,1.51571,53.2492
Elizabeth,Williams,2009,1.60034,94.9778
Elizabeth,Williams,2009,1.93095,54.0968
Elizabeth,Williams,2009,2.00615,111.968
Elizabeth,Williams,2009,2.02365,104.95
Elizabeth,Williams,2009,2.17776,80.8934
Elizabeth,Williams,2020,1.71276,108.056
Elizabeth,Williams,2021,1.57636,115.193
Elizabeth,Williams,2021,1.94893,119.208
Elizabeth,Williams,2022,1.6938,80.1089
Elizabeth,Wilson,1951,1.87079,110.014
Elizabeth,Wilson,1952,1.83532,83.0781
Elizabeth,Wilson,1955,1.96964,78.8762
Elizabeth,Wilson,1957,1.67007,108.654
Elizabeth,Wilson,1957,2.03238,74.1181
Elizabeth,Wilson,1957,2.05496,78.0263
Elizabeth,Wilson,1964,2.08913,72.2376
Elizabeth,Wilson,1966,1.59719,69.6431
Elizabeth,Wilson,1970,1.68563,117.083
Elizabeth,Wilson,1975,1.67023,103.143
Elizabeth,Wilson,1980,1.57899,89.2137
Elizabeth,Wilson,1981,1.96642,113.871
Elizabeth,Wilson,1983,1.6288,87.1823
Elizabeth,Wilson,1984,2.16446,112.711
Elizabeth,Wilson,1985,1.71421,76.0348
Elizabeth,Wilson,1991,1.81402,79.7032
Elizabeth,Wilson,1994,1.7185,68.7569
Elizabeth,Wilson,1995,1.76129,86.0536
Elizabeth,Wilson,1998,1.78285,62.1401
Elizabeth,Wilson,1999,1.54181,116.068
Elizabeth,Wilson,2001,1.83617,109.163
Elizabeth,Wilson,2003,1.53341,116.644
Elizabeth,Wilson,2004,1.6579,55.9016
Elizabeth,Wilson,2005,1.67056,114.818
Elizabeth,Wilson,2008,2.00464,90.1213
Elizabeth,Wilson,2010,2.04779,55.803
Elizabeth,Wilson,2010,2.18292,112.145
Elizabeth,Wilson,2011,1.80423,117.439
Elizabeth,Wilson,2012,1.92613,110.712
Elizabeth,Wilson,2013,1.83723,66.8849
Elizabeth,Wilson,2014,1.65215,75.1402
Elizabeth,Wilson,2018,1.75902,116.193
Elizabeth,Wilson,2021,1.94207,92.7713
Elizabeth,Wilson,2021,2.00485,103.808
Jennifer,Brown,1951,1.5491,67.9694
Jennifer,Brown,1951,1.70469,76.8624
Jennifer,Brown,1951,1.99509,84.594
Jennifer,Brown,1952,1.53007,93.4404
Jennifer,Brown,1955,1.79802,104.741
Jennifer,Brown,1956,1.66708,71.3678
Jennifer,Brown,1957,1.85647,69.8547
Jennifer,Brown,1957,2.12954,92.206
Jennifer,Brown,1967,1.81829,97.4957
Jennifer,Brown,1967,1.98998,73.8299
Jennifer,Brown,1968,1.94803,109.062
Jennifer,Brown,1970,1.89466,111.818
Jennifer,Brown,1971,1.97504,114.174
Jennifer,Brown,1973,1.68511,119.718
Jennifer,Brown,1973,2.10005,110.342
Jennifer,Brown,1974,2.11577,103.404
Jennifer,Brown,1976,1.90306,109.498
Jennifer,Brown,1978,1.68879,74.9381
Jennifer,Brown,1980,1.8154,78.8993
Jennifer,Brown,1980,2.17429,50.6229
Jennifer,Brown,1983,1.66269,59.7481
Jennifer,Brown,1985,2.11852,86.8617
Jennifer,Brown,1987,1.80201,105.82
Jennifer,Brown,1989,1.53453,62.3405
Jennifer,Brown,1989,2.12561,77.6457
Jennifer,Brown,1992,2.00642,94.764
Jennifer,Brown,1992,2.06072,67.4997
Jennifer,Brown,1993,1.76356,109.009
Jennifer,Brown,1995,1.57298,101.05
Jennifer,Brown,1998,1.75131,116.398
Jennifer,Brown,2001,2.00139,114.714
Jennifer,Brown,2005,1.51924,81.9805
Jennifer,Brown,2005,1.6188,82.4807
Jennifer,Brown,2009,1.5347,93.0016
Jennifer,Brown,2010,1.67226,54.1305
Jennifer,Brown,2013,1.72781,55.9102
Jennifer,Brown,2013,1.94077,97.5867
Jennifer,Brown,2017,1.9082,99.3599
Jennifer,Brown,2017,2.11628,103.71
Jennifer,Brown,2018,2.19356,118.4
Jennifer,Brown,2022,1.67672,73.3909
Jennifer,Brown,2022,2.0902,54.7382
Jennifer,Brown,2023,1.8805,84.5716
Jennifer,Davis,1953,1.51577,79.3513
Jennifer,Davis,1957,1.79462,55.807
Jennifer,Davis,1958,2.1969,56.0433
Jennifer,Davis,1959,1.61917,98.498
Jennifer,Davis,1960,1.77645,62.0319
Jennifer,Davis,1962,2.19323,68.8861
Jennifer,Davis,1963,1.52296,112.957
Jennifer,Davis,1963,2.17776,94.4754
Jennifer,Davis,1964,1.72429,62.8015
Jennifer,Davis,1965,1.74449,66.8536
Jennifer,Davis,1966,2.00656,51.5758
Jennifer,Davis,1969,1.83742,117.882
Jennifer,Davis,1969,1.8736,108.873
Jennifer,Davis,1972,1.61076,119.58
Jennifer,Davis,1972,1.7837,95.1384
Jennifer,Davis,1972,1.86325,66.0441
Jennifer,Davis,1973,1.75384,84.8594
Jennifer,Davis,1974,1.68641,76.0654
Jennifer,Davis,1976,2.0365,54.2071
Jennifer,Davis,1977,1.99775,116.871
Jennifer,Davis,1982,1.71425,91.3789
Jennifer,Davis,1985,1.68505,118.253
Jennifer,Davis,1986,1.51779,85.3375
Jennifer,Davis,1987,1.81846,97.8389
Jennifer,Davis,1989,1.62684,51.0869
Jennifer,Davis,1989,2.09646,95.6965
Jennifer,Davis,1990,1.73619,80.6301
Jennifer,Davis,1992,1.78833,94.046
Jennifer,Davis,1992,1.85112,98.9831
Jennifer,Davis,1992,1.89006,113.534
Jennifer,Davis,1992,2.01884,78.7491
Jennifer,Davis,1993,2.0325,65.0582
Jennifer,Davis,1998,2.17543,80.4605
Jennifer,Davis,1999,1.73962,76.5366
Jennifer,Davis,1999,1.9046,92.7377
Jennifer,Davis,2000,1.56447,88.0704
Jennifer,Davis,2001,1.51247,69.8733
Jennifer,Davis,2001,1.53955,71.1267
Jennifer,Davis,2002,1.76567,113.306
Jennifer,Davis,2005,1.95845,116.913
Jennifer,Davis,2006,2.13978,92.1423
Jennifer,Davis,2008,2.08974,50.1421
Jennifer,Davis,2012,1.95223,63.0518
Jennifer,Davis,2015,1.98103,92.0242
Jennifer,Davis,2017,1.66167,65.5834
Jennifer,Davis,2017,1.70574,63.8371
Jennifer,Davis,2017,1.94729,106.988
Jennifer,Davis,2022,1.74232,68.155
Jennifer,Davis,2023,1.73352,81.5018
Jennifer,Davis,2023,2.06095,62.9934
Jennifer,Johnson,1951,1.90722,94.0681
Jennifer,Johnson,1952,2.08574,102.898
Jennifer,Johnson,1955,1.64266,91.947
Jennifer,Johnson,1958,2.01458,86.46
Jennifer,Johnson,1958,2.19377,86.5964
Jennifer,Johnson,1959,1.61438,98.5119
Jennifer,Johnson,1962,1.97242,61.6544
Jennifer,Johnson,1963,1.58111,108.771
Jennifer,Johnson,1965,1.69153,53.4542
Jennifer,Johnson,1965,2.08968,103.389
Jennifer,Johnson,1969,1.59646,55.4751
Jennifer,Johnson,1970,1.73182,83.4065
Jennifer,Johnson,1970,1.78075,58.7907
Jennifer,Johnson,1970,1.80141,94.3542
Jennifer,Johnson,1971,1.90536,105.503
Jennifer,Johnson,1973,1.69508,67.1133
Jennifer,Johnson,1974,1.58123,115.407
Jennifer,Johnson,1975,1.83753,72.6988
Jennifer,Johnson,1979,1.69264,100.202
Jennifer,Johnson,1979,2.15967,54.3826
Jennifer,Johnson,1983,1.72441,78.5698
Jennifer,Johnson,1986,2.05239,68.2611
Jennifer,Johnson,1988,1.98239,116.114
Jennifer,Johnson,1989,1.94094,114.612
Jennifer,Johnson,1991,2.13283,116.96
Jennifer,Johnson,1994,1.92359,90.3234
Jennifer,Johnson,1997,2.04958,115.983
Jennifer,Johnson,1999,1.8222,111.985
Jennifer,Johnson,1999,1.88052,96.0131
Jennifer,Johnson,2002,1.8259,72.1411
Jennifer,Johnson,2002,1.87218,107.987
Jennifer,Johnson,2003,1.55455,99.152
Jennifer,Johnson,2005,1.87662,105.178
Jennifer,Johnson,2009,1.70375,61.9381
Jennifer,Johnson,2011,2.18108,111.507
Jennifer,Johnson,2017,1.79498,106.563
Jennifer,Johnson,2018,1.77823,84.3537
Jennifer,Johnson,2019,1.85348,67.1728
Jennifer,Johnson,2021,2.0142,73.8183
Jennifer,Johnson,2022,1.53411,92.7826
Jennifer,Johnson,2022,1.93082,51.697
Jennifer,Johnson,2022,2.0321,63.3479
Jennifer,Johnson,2023,2.05249,109.814
Jennifer,Jones,1952,1.54194,74.0732
Jennifer,Jones,1952,1.83699,104.823
Jennifer,Jones,1954,1.57392,113.5
Jennifer,Jones,1954,1.70382,103.993
Jennifer,Jones,1954,1.85802,51.6815
Jennifer,Jones,1956,1.99,56.4472
Jennifer,Jones,1957,1.73675,116.565
Jennifer,Jones,1960,1.84173,102.903
Jennifer,Jones,1960,2.14582,70.1537
Jennifer,Jones,1964,1.50961,52.3041
Jennifer,Jones,1966,2.15712,59.8678
Jennifer,Jones,1966,2.18704,80.3503
Jennifer,Jones,1969,2.10912,91.5371
Jennifer,Jones,1971,1.86989,88.8985
Jennifer,Jones,1975,1.83228,104.568
Jennifer,Jones,1978,1.67474,101.692
Jennifer,Jones,1978,2.08118,112.107
Jennifer,Jones,1982,2.03223,110.269
Jennifer,Jones,1982,2.13876,74.5527
Jennifer,Jones,1985,1.52619,96.364
Jennifer,Jones,1987,1.95825,91.5378
Jennifer,Jones,1987,2.1875,99.0954
Jennifer,Jones,1988,1.56251,85.0076
Jennifer,Jones,1989,2.01826,59.4495
Jennifer,Jones,1990,2.07792,110.522
Jennifer,Jones,1990,2.08974,93.1733
Jennifer,Jones,1991,1.73739,70.7608
Jennifer,Jones,1991,2.1693,56.0653
Jennifer,Jones,1996,1.73946,58.8614
Jennifer,Jones,1996,2.14881,105.203
Jennifer,Jones,2001,2.05213,104.917
Jennifer,Jones,2003,1.57778,77.1055
Jennifer,Jones,2003,1.98163,110.468
Jennifer,Jones,2004,2.19806,87.3179
Jennifer,Jones,2005,1.89,98.4663
Jennifer,Jones,2006,2.19068,70.7764
Jennifer,Jones,2009,1.56308,78.814
Jennifer,Jones,2009,2.06515,81.371
Jennifer,Jones,2009,2.14036,104.573
Jennifer,Jones,2012,2.08696,105.188
Jennifer,Jones,2014,1.61734,88.543
Jennifer,Jones,2014,1.73804,109.39
Jennifer,Jones,2014,2.04693,66.9347
Jennifer,Jones,2019,1.80362,84.1137
Jennifer,Jones,2019,1.9779,69.3811
Jennifer,Jones,2020,1.83841,82.2072
Jennifer,Jones,2021,1.79321,89.1709
Jennifer,Jones,2022,2.16246,83.9197
Jennifer,Miller,1951,1.8078,96.8657
Jennifer,Miller,1951,1.90342,66.5212
Jennifer,Miller,1952,1.5188,76.1387
Jennifer,Miller,1954,1.516,104.593
Jennifer,Miller,1958,2.07536,107.441
Jennifer,Miller,1961,1.9923,103.822
Jennifer,Miller,1962,1.99261,116.046
Jennifer,Miller,1965,1.78741,102.28
Jennifer,Miller,1966,2.14077,74.1277
Jennifer,Miller,1970,1.61391,65.2099
Jennifer,Miller,1971,1.54744,95.5181
Jennifer,Miller,1974,1.64621,64.6908
Jennifer,Miller,1975,1.7216,115.185
Jennifer,Miller,1978,1.52352,56.1879
Jennifer,Miller,1979,1.97069,113.01
Jennifer,Miller,1980,2.10736,117.571
Jennifer,Miller,1981,2.10562,100.22
Jennifer,Miller,1982,1.51801,91.3589
Jennifer,Miller,1982,1.73147,66.0597
Jennifer,Miller,1989,1.7938,77.1711
Jennifer,Miller,1991,1.68862,93.1785
Jennifer,Miller,1991,1.9709,81.0996
Jennifer,Miller,1991,1.97671,78.7462
Jennifer,Miller,1998,2.1264,76.4451
Jennifer,Miller,2007,2.12257,75.9879
Jennifer,Miller,2007,2.16521,85.4611
Jennifer,Miller,2009,1.85791,58.3488
Jennifer,Miller,2014,1.68422,73.5795
Jennifer,Miller,2016,1.58298,68.8714
Jennifer,Miller,2017,2.13259,68.7749
Jennifer,Miller,2018,2.19817,116.348
Jennifer,Miller,2020,1.59192,94.5921
Jennifer,Miller,2020,1.65913,72.2815
Jennifer,Miller,2020,1.6653,86.132
Jennifer,Moore,1952,1.69356,85.9642
Jennifer,Moore,1953,1.99601,92.1225
Jennifer,Moore,1954,2.03813,54.675
Jennifer,Moore,1955,1.82069,80.8845
Jennifer,Moore,1956,1.72646,50.7887
Jennifer,Moore,1956,1.9812,61.3766
Jennifer,Moore,1957,1.69803,85.1325
Jennifer,Moore,1961,1.82365,58.9983
Jennifer,Moore,1970,2.02376,59.273
Jennifer,Moore,1970,2.08835,104.991
Jennifer,Moore,1971,1.76595,107.529
Jennifer,Moore,1972,1.50488,64.1442
Jennifer,Moore,1974,2.04052,56.1337
Jennifer,Moore,1977,1.99077,80.4767
Jennifer,Moore,1978,1.81722,94.0462
Jennifer,Moore,1981,2.04801,62.8656
Jennifer,Moore,1983,1.75051,53.9122
Jennifer,Moore,1987,1.53617,94.2291
Jennifer,Moore,1991,1.58496,97.701
Jennifer,Moore,1991,2.06352,117.074
Jennifer,Moore,1992,1.57411,62.4164
Jennifer,Moore,1993,1.88661,100.404
Jennifer,Moore,1993,1.94148,83.8718
Jennifer,Moore,1993,2.05733,79.8505
Jennifer,Moore,1995,1.55986,66.5376
Jennifer,Moore,1996,1.6545,54.2091
Jennifer,Moore,1997,1.60933,52.7695
Jennifer,Moore,2000,1.9912,92.0614
Jennifer,Moore,2006,1.69812,111.955
Jennifer,Moore,2008,1.83168,115.247
Jennifer,Moore,2010,1.75627,84.4094
Jennifer,Moore,2011,1.78406,113.827
Jennifer,Moore,2012,1.65114,102.284
Jennifer,Moore,2017,1.8,75.696
Jennifer,Moore,2018,1.93092,51.8246
Jennifer,Moore,2023,1.85057,74.9823
Jennifer,Roslovtsev,1952,1.94317,59.4232
Jennifer,Roslovtsev,1952,2.18482,77.0958
Jennifer,Roslovtsev,1957,1.60676,62.8013
Jennifer,Roslovtsev,1958,2.19373,94.2632
Jennifer,Roslovtsev,1962,2.0149,115.077
Jennifer,Roslovtsev,1963,1.63589,65.5357
Jennifer,Roslovtsev,1963,1.92728,94.4376
Jennifer,Roslovtsev,1965,1.78554,112.724
Jennifer,Roslovtsev,1979,2.08043,70.7587
Jennifer,Roslovtsev,1980,1.89548,80.4897
Jennifer,Roslovtsev,1980,2.03308,53.9223
Jennifer,Roslovtsev,1981,2.18061,53.6488
Jennifer,Roslovtsev,1983,1.5779,79.1223
Jennifer,Roslovtsev,1983,2.013,74.9193
Jennifer,Roslovtsev,1986,2.01062,94.9613
Jennifer,Roslovtsev,1988,2.007,94.0141
Jennifer,Roslovtsev,1994,1.97884,59.9216
Jennifer,Roslovtsev,1995,1.87035,117.793
Jennifer,Roslovtsev,1997,1.59931,88.1649
Jennifer,Roslovtsev,2000,1.5526,85.134
Jennifer,Roslovtsev,2011,2.09939,109.316
Jennifer,Roslovtsev,2012,2.01643,74.2219
Jennifer,Roslovtsev,2012,2.03462,74.8984
Jennifer,Roslovtsev,2016,1.54361,57.6522
Jennifer,Roslovtsev,2019,2.05025,112.254
Jennifer,Roslovtsev,2019,2.08339,104.441
Jennifer,Smith,1958,1.63748,107.857
Jennifer,Smith,1960,1.98212,96.3073
Jennifer,Smith,1962,2.15772,108.105
Jennifer,Smith,1963,2.04887,51.1245
Jennifer,Smith,1964,1.65648,66.6527
Jennifer,Smith,1966,1.57561,98.7343
Jennifer,Smith,1969,1.68131,107.349
Jennifer,Smith,1974,2.04892,75.2716
Jennifer,Smith,1976,1.93282,59.5101
Jennifer,Smith,1976,2.0563,69.334
Jennifer,Smith,1977,1.56348,114.057
Jennifer,Smith,1977,2.04151,80.7897
Jennifer,Smith,1979,1.9852,97.5567
Jennifer,Smith,1981,1.79983,63.9219
Jennifer,Smith,1981,2.10788,84.1878
Jennifer,Smith,1983,1.98856,114.342
Jennifer,Smith,1984,2.01159,64.0245
Jennifer,Smith,1985,1.67108,83.1411
Jennifer,Smith,1986,1.53361,75.0611
Jennifer,Smith,1986,1.88779,94.2471
Jennifer,Smith,1988,1.99516,75.1955
Jennifer,Smith,1990,1.76416,71.4761
Jennifer,Smith,1990,2.18869,97.69
Jennifer,Smith,1991,1.90133,109.681
Jennifer,Smith,1992,1.52644,66.4529
Jennifer,Smith,1996,1.86005,113.049
Jennifer,Smith,1996,2.1027,103.367
Jennifer,Smith,1997,1.5573,65.8238
Jennifer,Smith,1999,1.89782,71.3434
Jennifer,Smith,2001,1.88907,75.6045
Jennifer,Smith,2002,1.54501,66.7916
Jennifer,Smith,2002,2.08659,108.619
Jennifer,Smith,2003,1.85161,107.225
Jennifer,Smith,2003,2.07019,62.3696
Jennifer,Smith,2003,2.11052,54.9057
Jennifer,Smith,2004,1.52606,77.1976
Jennifer,Smith,2004,2.13425,78.7462
Jennifer,Smith,2005,1.58765,57.9492
Jennifer,Smith,2006,1.55688,77.6906
Jennifer,Smith,2007,1.78544,108.054
Jennifer,Smith,2010,1.75198,62.0688
Jennifer,Smith,2013,1.82507,115.715
Jennifer,Smith,2018,1.6764,63.7095
Jennifer,Smith,2020,1.62874,116.915
Jennifer,Taylor,1950,1.83883,67.7739
Jennifer,Taylor,1951,2.11281,91.1026
Jennifer,Taylor,1953,1.52392,109.778
Jennifer,Taylor,1953,1.63693,95.5767
Jennifer,Taylor,1953,1.83324,94.768
Jennifer,Taylor,1953,2.19617,83.4835
Jennifer,Taylor,1955,1.64338,75.9388
Jennifer,Taylor,1955,1.64352,72.0316
Jennifer,Taylor,1955,2.18696,101.455
Jennifer,Taylor,1958,2.08468,98.9835
Jennifer,Taylor,1958,2.16177,78.0623
Jennifer,Taylor,1961,1.87636,60.046
Jennifer,Taylor,1962,1.55752,103.196
Jennifer,Taylor,1967,2.04264,84.7026
Jennifer,Taylor,1972,1.84278,71.4681
Jennifer,Taylor,1975,1.58746,77.5619
Jennifer,Taylor,1976,2.09609,108.006
Jennifer,Taylor,1978,1.50583,71.8165
Jennifer,Taylor,1978,1.81643,110.027
Jennifer,Taylor,1980,1.62367,111.782
Jennifer,Taylor,1980,1.69727,72.8216
Jennifer,Taylor,1982,2.07372,79.4162
Jennifer,Taylor,1984,1.56776,59.2119
Jennifer,Taylor,1985,2.06587,83.728
Jennifer,Taylor,1985,2.11454,98.765
Jennifer,Taylor,1985,2.17784,74.1152
Jennifer,Taylor,1992,2.1032,75.8525
Jennifer,Taylor,1993,2.03797,92.6048
Jennifer,Taylor,1996,1.68737,74.6833
Jennifer,Taylor,2000,1.97359,59.9226
Jennifer,Taylor,2005,1.82,113.125
Jennifer,Taylor,2007,1.72246,84.2226
Jennifer,Taylor,2010,2.11127,64.0043
